web-scraper-order,web-scraper-start-url,containers_url,containers_url-href,superficie,prix,adresse,image_url,image_url-href
"1750596603-4995","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain - Guéréo","https://sn.coinafrique.com/annonce/terrains/terrain-guereo-3967491","500 m2","15 000 000 CFA","Terrain - Guéréo","favorite_border 
      
    
            
              
              
            
            
              
               4 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-1h-guereo-5195250"
"1750596605-4996","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 150 m2 - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-almadies-2-3967763","150 m2","27 000 000 CFA","Terrain 150 m2 - Almadies 2","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-cite-almadie-2-4466707"
"1750596607-4997","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 400 m2 - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-keur-massar-3967792","400","30 000 000 CFA","Terrains 400 m2 - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-keur-massar-3967792"
"1750596610-4998","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 150m² - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-3967910","150 m2","1 600 000 CFA","Terrain 150m² - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-lac-rose-5317276"
"1750596612-4999","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 7082m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-7082m-mbour-3968205","7082","40 000 000 CFA","Terrains 7082m² - Mbour","",""
"1750596615-5000","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 150m² - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-3968488","150 m2","9 500 000 CFA","Terrains 150m² - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-niague-5289546"
"1750596617-5001","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 300 m² à Saly Vélingara","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-a-saly-velingara-3968994","300 m2","9 000 000 CFA","Terrain 300 m² à Saly Vélingara","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-300-saly-2375377"
"1750596619-5002","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains - Sindia","https://sn.coinafrique.com/annonce/terrains/terrains-sindia-3969112","14600 m2","60 000 000 CFA","Terrains - Sindia","favorite_border 
      
    
            
              
              
            
            
              
               5 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-sindia-5146370"
"1750596622-5003","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 300m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbao-3969115","300","Prix sur demande","Terrains 300m² - Mbao","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-keur-ndiaye-lo-4306471"
"1750596624-5004","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 150m² - Parcelles assainies","https://sn.coinafrique.com/annonce/terrains/terrain-150m-parcelles-assainies-3969255","150","35 000 000 CFA","Terrain 150m² - Parcelles assainies","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrain-150m-parcelle-assainies-4743656"
"1750596627-5005","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 150m²  - Mboro","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mboro-3969495","150","1 300 000 CFA","Terrains 150m²  - Mboro","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-9393m-mboro-3982170"
"1750596629-5006","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 2731m²  - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-2731m-mbour-3970094","2731","40 000 000 CFA","Terrains 2731m²  - Mbour","",""
"1750596631-5007","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 155 m² - Ouest-Foire","https://sn.coinafrique.com/annonce/terrains/terrain-155-m-ouest-foire-3957465","155","55 000 000 CFA","Terrain 155 m² - Ouest-Foire","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-155-m-ouest-foire-3957465"
"1750596634-5008","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrains-bambilor-3970781","150 m2","6 000 000 CFA","Terrains - Bambilor","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-bambilor-4267869"
"1750596636-5009","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain avec TF individuel à Niakhirate","https://sn.coinafrique.com/annonce/terrains/terrain-avec-tf-individuel-a-niakhirate-3928661","150 m2","12 500 000 CFA","Terrain avec TF individuel à Niakhirate","",""
"1750596639-5010","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 150m² - Dakar","https://sn.coinafrique.com/annonce/terrains/terrain-150m-dakar-3971110","150","1 500 000 CFA","Terrain 150m² - Dakar","favorite_border 
      
    
            
              
              
            
            
              
               19 
               heures","https://sn.coinafrique.com/annonce/terrains/terrain-150m-a-sangalkam-cite-senelec-5377381"
"1750596641-5011","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 200m²  - Rufisque","https://sn.coinafrique.com/annonce/terrains/terrains-200m-rufisque-3972361","200","3 000 000 CFA","Terrains 200m²  - Rufisque","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-ndiaye-lo-4742141"
"1750596644-5012","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 1400m² - Lompoul","https://sn.coinafrique.com/annonce/terrains/terrain-1400m-lompoul-3972684","1400 m2","7 000 000 CFA","Terrain 1400m² - Lompoul","",""
"1750596646-5013","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain - Keur Massar","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-3973070","","8 500 000 CFA","Terrain - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               24 
               jours","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-5350299"
"1750596649-5014","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 225m² - Grand mbao","https://sn.coinafrique.com/annonce/terrains/terrain-225m-grand-mbao-3973448","225 m2","18 000 000 CFA","Terrain 225m² - Grand mbao","",""
"1750596651-5015","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 200 m² - Yoff Hangar Pèlerin Ernam","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-yoff-hangar-pelerin-ernam-3934786","200","90 000 000 CFA","Terrain 200 m² - Yoff Hangar Pèlerin Ernam","",""
"1750596654-5016","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 299 m² - Isra 1 Hann Bel-Air","https://sn.coinafrique.com/annonce/terrains/terrain-299-m-isra-1-hann-bel-air-3934797","299","150 000 000 CFA","Terrain 299 m² - Isra 1 Hann Bel-Air","",""
"1750596656-5017","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 600 m2 - Warang - Mbour","https://sn.coinafrique.com/annonce/terrains/terrains-600-m2-warang-mbour-3974016","600","50 000 000 CFA","Terrains 600 m2 - Warang - Mbour","",""
"1750596658-5018","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains - Diass","https://sn.coinafrique.com/annonce/terrains/terrains-diass-3974852","180 m2","2 500 000 CFA","Terrains - Diass","favorite_border 
      
    
            
              
              
            
            
              
               3 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-225m-daga-kholpa-5181961"
"1750596661-5019","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 150 m² - Diamalaye","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-diamalaye-3936005","150 m2","75 000 000 CFA","Terrain 150 m² - Diamalaye","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-cite-apix-3592896"
"1750596664-5020","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 180 m² - Guédiawaye","https://sn.coinafrique.com/annonce/terrains/terrain-180-m-guediawaye-3974938","180","27 000 000 CFA","Terrain 180 m² - Guédiawaye","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-180-m2-guediawaye-2996522"
"1750596666-5021","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 500m²  - Touba","https://sn.coinafrique.com/annonce/terrains/terrains-500m-touba-3976330","500","35 000 000 CFA","Terrains 500m²  - Touba","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-touba-4100493"
"1750596668-5022","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain angle 300 m²  - Sicap Liberté 3","https://sn.coinafrique.com/annonce/terrains/terrain-angle-300-m-sicap-liberte-3-3937670","300","225 000 000 CFA","Terrain angle 300 m²  - Sicap Liberté 3","",""
"1750596671-5023","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain angle 441 m²  - Point E","https://sn.coinafrique.com/annonce/terrains/terrain-angle-441-m-point-e-3937677","441","525 000 000 CFA","Terrain angle 441 m²  - Point E","",""
"1750596673-5024","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain 296 m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-296-m-mbao-3935577","296","35 000 000 CFA","Terrain 296 m² - Mbao","favorite_border 
      
    
            
              
              
            
            
              
               12 
               mois","https://sn.coinafrique.com/annonce/terrains/vente-terrains-296-m2-petit-mbao-4813327"
"1750596676-5025","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 505 m2 - Almadies","https://sn.coinafrique.com/annonce/terrains/terrains-505-m2-almadies-3977572","505","450 000 000 CFA","Terrains 505 m2 - Almadies","",""
"1750596679-5026","https://sn.coinafrique.com/categorie/terrains?page=60","Terrains 3565 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-3565-m2-yoff-3936598","3565","600 000 CFA","Terrains 3565 m2 - Yoff","",""
"1750596681-5027","https://sn.coinafrique.com/categorie/terrains?page=60","Terrain - Saly center","https://sn.coinafrique.com/annonce/terrains/terrain-saly-center-3978261","300 m2","22 000 000 CFA","Terrain - Saly center","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/terrains-a-saly-center-4766310"
